filename,ILD,EL0,EL1,EL2,EL3,EL4,EL5,EL6,EL7,EL8,EL9,ER0,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,max_vol,fs,cutoff,amp,dur,fn,normalize,n_frames,sigma,save
bqh,-8,67.94644920226257,67.19312558995951,67.41075696173753,66.71516862512455,66.05084767786276,66.64318896315048,69.76356667327224,65.04150361485551,66.58315440785711,66.69055146051284,59.448117770642845,59.256491376136196,59.01566683504285,57.879564922703956,59.24111502275438,60.00807873465032,57.30843524402457,59.658506180524085,59.15587450684953,59.61526442262523,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqi,-8,66.08548895855161,67.35105172405159,65.95472506996087,67.74109736220515,66.77342089462779,66.48536634357501,68.49261908931162,67.60138541345351,66.99744165166103,67.03660607882895,59.963229157022404,58.63002401012333,58.416746634163324,59.31333003089933,60.089676166233254,58.39162691290899,57.797496421234044,58.81349698851583,58.34464902278602,56.324008945618814,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqj,-8,66.51730915651666,68.34893264575597,65.32368669930173,66.82815490108236,67.07356311913733,67.64278555943774,67.57255504681198,65.96044499325582,65.75582697962794,66.30603860052727,59.151107298969066,59.026291938598106,59.9382683448877,58.4279577023905,60.204152861916576,59.23386891670785,58.590084252825434,59.97877673009933,58.41310454441405,57.7431512838186,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqk,-8,68.34196351527345,67.8283605942063,65.41580471892736,68.15676475737958,66.20787973007214,67.45995852539093,65.65597655833506,67.01383186447211,66.25166228706149,67.59349213922096,58.21894042460162,58.14183675695467,57.43352611112837,58.256315373283236,58.75269528582042,60.35412499147552,58.30659724709173,59.73290342431782,59.00918402825047,58.3941654239799,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bql,-8,65.6693265940686,68.76645406228292,65.18158766189372,66.27773368050387,67.82458728883552,66.0045183210282,66.74260226168902,68.70715362581382,66.83443686891914,65.28711372876712,60.05020329266261,56.965001528510264,59.581088747317544,58.67005667020767,59.41578626892998,58.87600261838232,58.96162938733757,59.78929954232339,60.293029370269714,57.3275367654916,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqm,-8,67.0831392210652,66.05117567694654,66.86648147451918,66.99308489462499,66.56209365981209,67.8631697963846,66.95649849451435,66.47837109768423,66.54243220080747,66.64116765204415,58.397887772638775,59.68641993396848,59.48063427927335,57.57574589551087,59.72959963003573,57.94580833741015,59.4330309074791,59.20564204696038,56.838239149156365,59.24285797445252,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqn,-8,67.8250885792728,67.27166565416012,66.25604790096679,65.80771640769126,66.92174941580514,65.64462998291926,66.414868699308,67.27420040314149,68.3071652516114,65.57828999597348,58.72995042255942,58.49775219028428,58.58249602051175,57.20734064293592,59.10140104094733,59.615913433202344,58.91762617137114,58.77880807391985,58.65597383382955,59.14832102742869,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqo,-8,66.61623846384008,66.86731875321625,67.4206952487507,66.12063881396122,66.90782414433829,67.30604311371809,67.24040371364954,67.4585153043788,69.25732319727798,67.90739485941815,59.14709576510528,58.90022830578303,58.999510452995004,58.52994489044635,59.071645178179494,59.602866937729516,58.966417653638096,59.29312798588431,58.32162715268765,59.75180300527719,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqp,-8,66.47840852731262,66.568903902413,65.76906830530983,67.01883985452677,68.10534931646832,66.54704125862199,66.85829162663585,67.47294489667631,67.32380706041623,66.85801174097804,58.572725691182754,58.998872917808,59.03694220662763,61.17758258600241,58.936978303350834,59.266699062634764,59.8163618081237,59.987976036557455,58.71595049683687,59.417648228341136,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqq,-8,65.44394048676632,67.9668074564181,69.0371233545121,67.39856279340022,67.27241629297049,66.02471684919267,65.34279164032858,65.80658990207033,65.35213488589514,65.96823066080847,58.80055135090835,58.27619037393839,59.727485575808274,58.78464213229722,58.832578250177484,59.457031523587936,58.45660541364114,57.32227394440492,58.9709210597218,58.85298601589841,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqr,-8,67.94059510697457,68.45692969273055,68.74379097941741,66.77317397253809,67.47598615138382,67.62455720723611,65.43395693440425,67.02006558864197,67.81593272037385,67.55028898384329,58.23864251161517,57.46099208314887,59.822263563991434,60.92880275684999,58.68673319014897,59.44731908697656,59.991760804908495,60.289636705430986,57.17473338613541,58.25158208708072,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqs,-8,66.93440371192195,68.52757710094622,67.33691630337152,65.74957644689243,65.4486317203075,67.51672889803567,67.16988350759908,67.45026316206177,67.64392455032797,67.29845072296574,60.15417691222754,58.05119185297348,58.216536132378266,58.13180758862732,59.41361454573023,58.852622646985964,58.95237576949806,58.42868916988539,58.096893709634394,59.340083266272465,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqt,-8,66.52126455774312,67.4114231929659,67.38246748447763,66.06623565166545,69.1841667193112,67.4419048346373,66.5325676370754,66.74390552958145,67.53018046036715,67.79623382049782,59.94319435777556,58.69165796662745,60.29816645402424,60.95370361135961,60.190104856086684,57.79500517625697,58.408768752910696,58.728343579720104,58.43261858408607,60.464915745595675,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqu,-8,68.27900907704577,64.2590313808025,68.62309923937026,68.15982348509083,66.3140717425296,65.98758285840766,66.45284077216655,66.29405119860839,68.39276154060508,67.00437579349152,58.678962102012015,59.19646280820484,58.55067085328052,59.024621296809975,59.67269669194895,57.72633613812851,58.05424675467964,58.878341987006415,58.53845998273585,58.70904642259419,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqv,-8,65.02980501568642,67.16464256261885,68.34431589502736,66.61844884814977,66.79425671192104,65.182690220489,67.60396463750622,64.92157059420099,66.615180600969,67.86785476087059,57.642965381533834,58.997080873419264,59.380789109664136,59.835258608666564,58.69977940009954,59.026768733727096,59.28322234500107,59.043626754404706,60.50156638888527,59.51755008251445,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqw,-8,67.99727294672337,65.94682674758035,66.8798515041337,66.4617020982968,64.74634621122505,66.26381017823752,67.87440329189045,69.07764452186602,66.58244543506326,67.3876397458738,59.17042656286344,59.826558191974264,59.72948641231679,58.54212563200041,58.88239109816024,59.4835743104575,56.78464713153517,58.92637352414092,59.16748730798363,59.11731022321928,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqx,-8,66.68373804335114,66.62062957788419,66.5963450539302,66.87106016811762,67.47740792260032,68.19061986755801,67.53513756209183,66.14240091512616,64.29560489013375,67.76844560727557,60.67450778431522,60.21054732888549,58.6024333046353,59.541529625501546,58.081490389320464,58.83720829284479,60.503649218182346,58.960877522729454,59.72354832200711,59.529788910715894,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqy,-8,66.72581170400596,67.36642398820943,66.772177925753,66.92547223299015,67.37656209407366,65.95800843935115,66.94018182626522,67.89612909786115,66.00146471572742,65.90475793012799,58.491818804852656,58.11933226493319,58.10931560379229,59.18310274456512,61.37182716188476,61.299952875689165,58.06906655478285,58.505497250223016,58.590152210429814,59.65960609029186,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bqz,-8,66.98031211406904,67.09496457986863,68.70861075009265,67.79913529100267,67.12816059120438,65.62432250188226,65.95818590974353,65.91899894661267,67.28686173575196,68.03017485215997,60.61017456555875,58.9041570480558,57.876908163111956,59.621281410769,59.43009009500958,57.91620138985179,58.10156277692776,58.69465277177968,59.709065341609836,60.62078752180197,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bra,-8,66.34194136949836,65.91180528312053,67.79365471557996,67.19987427648137,67.41097395800448,68.3272519148994,68.21593924893449,66.71738478902539,66.7343945434818,67.93950045271949,60.49451737925779,61.360482481976725,61.483378751829775,57.444963845505725,60.33992731343499,59.15158824997914,58.633456297983884,57.66940972705209,58.63654978595704,60.84336486350126,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brb,-8,67.14583336132416,68.5266227404145,67.96336569842295,66.60226115837732,65.44791830269168,67.82356036951215,67.24721212386805,67.7394710474971,67.57784010260936,65.43157327145073,59.120809813034654,57.9457261138569,59.387228441067364,56.80025422202141,58.87062952627666,58.95779633535214,59.96651584495219,59.30484608985436,58.52693931998445,58.83916473791336,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brc,-8,66.31626656384893,67.35866099570873,65.89770582474127,67.01814114387965,67.59323863917216,64.60822807804485,65.68508955926272,67.86901984427834,67.3292966240118,67.28644809946287,58.090815164139755,60.07173260830521,60.52674578724918,58.329659400438956,59.934656821936514,59.70568543102994,60.183448618690676,59.51311939520843,59.68980922950332,59.15097685984269,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brd,-8,67.1589980650513,65.89893026232718,66.97980629241744,67.60527494480915,65.69781592665494,65.75832655974635,67.02288231369572,66.87698526091965,67.46080156883755,67.18792068218248,58.860242579657346,59.7135132543464,59.53719947489202,59.85161899534024,58.50657099003855,59.744560386558916,58.33322479624798,60.11934464543171,59.49458287369587,57.743990332454324,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bre,-8,66.95932221409862,67.27234689238868,67.4264420824773,65.42094930674072,66.60700283829568,66.59794461067403,65.44106609179855,67.94415920081623,66.98623864204083,65.6360493991113,57.62950832323012,57.730827127836406,57.58186608745079,58.930667501076655,60.61684510182166,58.42650510680384,58.957171096098044,59.784997040331284,59.305668885309785,57.33753442885732,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brf,-8,67.39682179164156,68.79812723525936,68.22848807259373,67.84819382408652,66.65824971489359,66.17855037675818,68.49335476266987,67.9334914542227,67.32330212270375,65.76678512045858,57.36849117909564,58.44603021330046,58.507024662014395,60.05725329074393,59.15534394534501,58.1515520958948,59.39671387534592,59.929362285466496,60.081776190692466,57.98486100807034,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brg,-8,68.59193043283238,66.32708654923458,65.90509801495712,65.80226718271368,66.64438096331797,65.81205485807351,66.87827867894205,66.03618106624596,66.56289429067209,66.75701777801122,58.14005279161169,58.60907168989679,60.344953536287434,58.856949785517955,58.99641410833384,59.752714220183655,59.762771601418635,59.24171662612912,58.74317956570051,57.3940418927775,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brh,-8,66.71303016652357,67.65317160878291,68.08278757935197,67.5643263049931,66.17590995862723,66.81148634774708,67.15224308359849,67.2485472772756,67.17601555229396,67.52368463481615,55.094173179371644,59.90139781080934,58.040562352125114,59.14581924279152,57.740400737960414,57.31567983201002,59.33734314447113,58.822802524254044,56.632004938816635,59.14417144438158,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bri,-8,67.53379439072113,66.77619473551479,66.27619898871943,67.21262327684478,66.70434552419619,68.01854919318866,66.6203878390394,67.72816860495385,66.23602737439126,66.59427768108954,59.121457035837366,58.89150416522395,58.58229174671184,59.740213577139976,60.42454041654139,58.564714729234616,58.06885765951502,60.29780016266641,58.0924589401165,60.59017195585276,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brj,-8,66.90516099345797,67.72510074246398,67.50372939184412,66.91695725715539,64.765884520309,66.91261253659331,67.63342348474455,67.7187136497452,66.50961070781915,67.60358095028371,59.01743614709192,58.32805232305364,59.59267962766341,60.14885247671829,59.81795243770946,59.24014583552807,58.927747230552505,58.84158214725997,60.45451229927102,57.211591397508826,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brk,-8,66.99342447393703,66.68583780687972,66.87085328803852,67.00299886195899,65.93896838284464,66.41999906219132,67.16811804345525,67.66096704230637,67.0152299820252,66.91404112698982,59.915970461097864,59.951087839749135,59.58617576196316,60.02943258713616,58.54699952714354,57.9611585971117,59.97708098515838,59.357846317793324,59.287483982165945,59.870015408787914,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brl,-8,64.74240588548929,66.20032521636551,68.08269309867359,67.38576105616434,67.86803410080704,66.53703953415207,65.11025781066908,67.98866269582317,66.83673893710943,67.92308197628755,59.899740370245155,59.24391852360811,58.804110113154586,58.519419580019154,59.48053716072879,58.805001313006585,59.19876752212503,61.91711527809025,60.210019605199,61.1814494896273,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brm,-8,67.83117993524698,68.2125619569439,69.44482639504925,65.99699436608154,65.21913155470546,68.55010346391659,67.07988327917451,67.04485983251354,66.80088570113007,66.6949322393224,60.16079786514228,58.341036373547574,59.467382435706305,55.94664490645229,59.66026762748871,58.68921240164017,59.978049600388374,57.18876168296759,57.3838272024225,59.377123613538906,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brn,-8,67.06062089434072,66.5160817116077,68.37715876717017,67.6418552119157,68.17433765583135,67.62524060812392,67.14709892791637,66.46411235228442,68.78319534035815,67.88908404710749,59.81987187853955,59.75464649334474,58.61185554801277,58.9684394018319,59.00492520775434,60.44994664181639,59.517837039028784,59.91060659006219,57.26206573932153,60.5772055167198,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bro,-8,68.97302840783912,67.48410757043176,66.68324376824505,67.13864427082726,67.85180545790193,68.27860715390275,66.23505693156112,65.79195199080719,67.40503648596747,66.15700776834228,58.99878358542495,59.6221353075025,60.680923460306474,58.6340853016731,58.249664120763065,61.215554566139616,58.973830898770544,59.260447217616274,59.320472379716115,58.44555328359745,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brp,-8,67.68556860856826,67.15024215873903,66.1713523941851,67.2813491648832,66.97811804564151,66.87647822087033,66.18340390289944,67.81880929075118,66.63238805206153,66.65888514018174,59.10164885031684,58.39451876879809,57.96354396341693,58.36043194840178,59.137653710875945,58.74508096081845,59.88080998903549,58.57022695832166,60.672366080532385,57.33881680382972,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brq,-8,68.75995451951312,66.3266372053138,67.15943135946794,66.47957305028737,66.91560445899684,67.45834405612054,66.74097391365358,68.09074860972315,67.8598700423727,68.83168582528936,58.80648875966608,57.781015486677425,58.54407844951045,59.44587026833328,58.39717007124155,57.33005778979468,60.046160715707224,57.82266015113494,59.00453626348978,58.380489533383034,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brr,-8,66.73574568243788,65.97089517522662,68.01325917515965,68.07619698519831,67.26061791134212,66.4774539651261,66.26182722365141,66.06130250698997,67.43090600146566,66.7724985460679,59.629892587432295,59.99834987444975,59.11136712807879,59.88347430636237,57.94493179915222,58.82335693758934,58.83951885971831,60.08908299333948,59.00453697280695,57.41593030921523,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brs,-8,67.92073628892133,67.89686863356096,66.9486321462506,66.71001638311662,66.59680337272866,66.95122784675922,65.5443630408886,67.54109782004129,66.5163333548343,68.49145246003903,59.39854275467821,58.97912513979121,59.5140488612998,58.97976183091892,57.67637767418459,60.0818951075841,59.673595758427204,60.0474118569321,59.328687091000916,58.342741876771825,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brt,-8,66.02197749111424,66.46204451051467,66.59614741470561,66.65509157925634,66.95731931073874,66.10347611102893,66.62286076180122,67.8191692097465,66.95932973098405,66.00138514787719,59.7892860329903,59.69439659963308,59.16654356380507,59.16820918574463,58.768449528918,58.6601737942823,57.63333732604916,58.469045621245094,58.1548689266942,59.04931149009247,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bru,-8,68.0349408611552,68.26246840425452,67.44976488184577,67.85135869795876,67.13549828338473,64.6813666566242,67.11832681428307,67.90365280061374,67.88861204694447,67.72989079048294,60.20504580927017,60.02938910869816,59.9714559627505,59.74291420762443,58.03771715829537,57.94091265494391,59.64936954632647,59.01525296874111,60.63392153855157,57.953161306238336,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brv,-8,67.51187021255508,68.660034650353,66.02200234674375,67.32031240187112,66.25065892622402,66.12897597563735,65.4925352889487,68.5842574669897,68.47901702605232,67.42002112346842,56.969656878872556,58.68863292582319,58.21880345017028,59.65042835937168,59.88801255516355,59.461112017200854,58.19504838931728,57.4796653463009,57.85091639808491,60.237907487249366,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brw,-8,65.80417531621252,66.02074074580027,66.54421148422539,66.19543856428213,67.67367995234413,67.83244757984416,66.8076030743314,65.59037983602899,66.7070752243647,68.24656359488966,58.94530129458834,58.45141350246113,59.156015250114955,59.02722361425361,59.94852955603345,57.60183513052598,57.64964998920137,59.569824222012684,58.18684787718959,57.78866451466755,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brx,-8,66.18319843328963,66.25142187857102,66.01283835297674,66.71872628096145,66.09603713612863,67.88335650026856,65.69737522046867,67.0830302785666,66.35634251965976,67.89961290152212,59.360107417583706,60.47566589635916,58.23499497295801,58.027965914172185,58.4202489624827,61.05908372413635,59.20693088712576,59.39493668941314,58.28383965111604,59.04022937563899,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bry,-8,66.1789985481423,67.67003467256235,65.60713900725264,67.48580959659186,65.53428321050067,66.17199780601611,66.4188544172197,69.47690879507446,69.40989855169498,67.29257711136427,57.935964248565874,58.33372576731596,59.490695496660976,60.3813311535865,58.47367543811776,60.246463848311784,57.58922299826614,58.59289582108411,59.06763504578895,59.205179473122264,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
brz,-8,67.00178963338848,67.28679342287361,67.96938795796356,66.11593038875125,68.37646820847637,65.34049114156477,67.42387543346751,68.50621259196868,67.04538263874282,67.369469746939,60.491152162075764,60.820161092607954,58.84721944310652,59.21734804063271,59.00192785667004,60.14289936071349,58.5478517807476,58.912459800991,58.043548105194205,58.273184893211294,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsa,-8,66.47953558496886,67.34345926633141,65.04858946136565,67.86723340693901,68.27266135758913,67.89144003801263,65.56349789557719,65.68133776975597,66.64116224404806,68.7517140823183,56.917132941633774,58.20913280457607,59.485595647851206,61.19094477620539,59.335861360226616,59.9373507273164,58.51050956784244,60.46907679120047,58.68516647974945,59.834746953119584,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsb,-8,67.51747313112479,66.79574513698284,67.08747551306041,66.87374933770737,67.64180219564396,67.29521007132907,68.26958522246684,67.8307117931914,66.58254825732804,67.05117120248376,57.66081388991728,59.643597461371826,59.846278675047195,60.99520589172278,60.02921359407237,58.105907013314635,60.01822613369158,57.7878520652533,60.35625003020709,58.844724065606854,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsc,-8,66.33982431538705,66.92740158907966,69.16828040685243,64.9110599698831,67.21083800086578,68.53224271547447,67.5317517904427,68.21279163110397,68.11957255379582,66.96558839925089,58.49746433371699,57.93858867802609,59.97158617048147,60.23894625743377,59.737912829916645,58.59945923029304,58.8838907751495,59.62129261754269,59.2713380835362,59.99951458267417,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsd,-8,66.53060697369723,66.69034603277348,68.88457299765103,68.19804635354596,64.76470504011691,67.58971484006342,68.39328860557642,66.9070071617584,67.6591102096151,66.73767296548009,59.089179504763884,57.076759680109554,58.3731084145265,59.55521581472641,59.6417791443002,58.878666095923734,58.94835430903163,57.88026551353859,60.83893695164277,58.156000568722924,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bse,-8,69.62789741711914,67.18886495592538,65.67226222419859,67.46801319392009,68.0085730235551,66.7349740437865,67.18745057468597,64.60631761811975,68.15228896780269,66.46388557048145,58.458457936889104,58.8923216065442,59.99721428092873,58.89077277495118,59.987971554741705,58.485021719627525,57.73942252827959,58.67532820845216,58.86524026385626,59.031220157411774,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsf,-8,67.12743696838002,66.03371551502988,67.09901556532479,67.56161227416457,66.28836514665194,65.76433261903212,67.50144224789695,66.41382373218315,69.9676848016948,67.16155899688358,58.62863222147306,58.831844011409416,57.95768518618812,59.46285497158498,57.67261236021344,58.9119596251968,59.79574421973314,59.61137449659794,59.00776766204791,59.39220732886506,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsg,-8,67.5084995958582,67.34761963333135,66.7347644727468,69.0995548093525,67.6304692675613,67.58791818070497,66.09276903616686,68.06524032195333,67.6451474049826,67.91264468149093,58.34616990925251,57.56759808036395,60.01590084864067,58.618249928572055,58.6189995103818,57.99348564037728,60.155183137235916,59.7365510025888,60.060528976961095,60.046534050705645,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsh,-8,65.94204114499155,68.17398716578997,67.40398265890069,67.6043489487525,66.77619699676698,67.39141960210969,65.80170999165895,67.05595249963572,66.9106819532387,65.957948333282,58.37081426306507,58.7215776160544,59.20959611342697,60.63935707731426,58.58248485229147,58.93433609304568,58.97189057028505,58.837312779330986,58.52501185946132,59.26967958047141,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsi,-8,66.8855460288655,66.36770379267374,67.54828026540311,66.93592880890328,66.5299269957786,66.41583107549287,66.80844987817014,67.82773844487117,67.73626073749745,67.04279511034628,58.21058166173182,59.55611161018576,59.69608159254635,58.264296968346244,56.755865998063356,57.96550423137204,61.12502558590457,59.072252204087405,60.62925764739234,57.39132277090704,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsj,-8,66.90344155084182,66.18527414533135,66.27231593003029,67.32886307397489,65.95383738893497,65.61359417019025,68.4282383441441,67.3981849484966,67.54274618394182,67.18532751085941,60.659011746911446,59.01927363256589,58.44829259133537,59.57883322380095,59.960507902775134,59.60350482126811,57.69995948600899,59.87177288351642,58.60767108892063,59.817104833249935,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsk,-8,65.33962513981768,68.4488211214099,69.07936487159486,67.4100189815293,67.74686017159048,66.195862960663,65.16534287924435,66.4470665024844,65.48780638679314,66.6272322852162,59.0977949742852,60.75332559515009,60.43283642193912,58.759059828183645,58.12565954517619,59.376926691805835,59.53576506393631,60.18466338121535,59.26071449888563,58.220734111590744,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsl,-8,65.66447779812658,67.17348977269043,66.88977806642106,66.40113380261378,66.37688465251316,67.50649541461995,66.7073820904252,66.5644457667822,66.71957089842549,68.37323953929904,60.62733078491397,58.39693323125766,58.20850730040651,57.86548664918777,58.95243768646257,57.18880281725759,59.85285261947987,59.39339769270874,56.56662226135861,59.83287673692128,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsm,-8,68.12908666703198,66.32545001010283,68.22132573380573,66.83038869547777,67.99140522315331,66.6098956133285,66.97237267245727,67.5324111955135,66.2446079453821,67.44799264617181,59.76930894265721,58.86364893820952,57.59801355167335,59.85255016668134,59.32220159714084,58.66218057531484,57.86462596514682,58.48933761858487,59.54807800431253,60.66987750878521,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsn,-8,67.70303322970052,66.1126256190431,65.4670223024394,65.87303727770075,67.73551335726245,67.59842832615804,67.45115722707241,67.33933399840636,66.54796305666314,66.12868445155807,57.79939384501682,58.31700326936645,59.723629550533985,57.465705810371674,59.03374823625088,57.53879046742836,57.607387154599884,58.37512848787339,59.255114505648265,60.01924885481749,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bso,-8,64.32813862746102,67.11794704007809,66.2086610184262,66.15629004477488,66.36702093078138,65.03181728469687,65.40376906125807,66.56932773091975,67.57869456847453,67.68482717384684,60.03599970116366,58.92205114836702,58.84291007347234,59.724763211340964,58.52443770629167,59.995159260237024,59.86616730987676,56.70189316228755,59.180524795443226,59.12236116067345,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsp,-8,67.4151478995717,65.07701539664976,66.1307632063714,65.83681681963172,67.01102158704948,68.28939619016118,65.3223851623032,66.3638252210438,67.43791161817299,65.22709952715944,59.539498529862406,59.24841446702245,58.747913836657325,58.28399851507829,59.657878770541046,58.05481097810902,59.90699226639582,59.267161564287676,58.559349752251656,59.55528167633336,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsq,-8,67.50836077363951,67.05139516401198,67.62598622554158,67.15694181448644,66.74254978939312,65.92870353485924,68.122902508561,67.41593897431437,67.99307998037807,66.49569987542688,58.85186558815562,58.43086386557073,58.33247043092613,58.99302238116951,59.55808183331161,57.07723916060601,58.08160502017753,59.59169826281957,58.308902224119365,59.93508417991804,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsr,-8,67.68998250224939,66.30474201950814,67.92116626818456,67.8876769853498,66.72234415806038,67.28661593747194,67.72146449528131,67.42420859290827,66.67331238970894,68.08229799366823,59.357340770183626,58.24783398006828,59.63626025230211,57.57578619337744,58.588610389937955,60.753478760334104,59.64184559522948,59.41173146755417,60.11091232952619,60.472647892899616,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bss,-8,66.15165418750128,67.53141337821134,65.44257946598204,66.56520047542149,66.17642097906273,65.87582219171183,69.04934580831991,68.75795941804111,67.22234027358861,67.79804487554976,58.90847094360479,59.80600822582205,59.72975491685681,59.017708336339,59.11969364075602,58.998589090003826,60.487137854146326,58.76944930817178,57.1689897034138,59.264830383359886,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bst,-8,67.94608101831582,67.03974656960321,67.58260377800038,67.40722186186778,66.89659380985361,69.3826472669851,69.16024614529985,67.4397772894583,66.61044761688827,66.80632213828649,59.34199050983925,60.59306986192526,58.91918662028974,59.18998830158392,57.140678703146776,58.80864677343013,58.16533553866376,59.72502789198274,59.81039956998871,58.89126353882404,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsu,-8,68.56868697311491,67.39192292144298,68.15586155618249,66.96872630321849,66.3323998789852,68.16303638534549,68.71687254333838,67.64415456182789,66.82197000240605,65.93557848819353,56.06898023332133,58.17695457714507,59.95936920131169,58.53042797018579,56.97700378469841,57.879555476590575,59.269224258713095,59.03260773875095,58.595445271143745,60.09474054698722,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsv,-8,66.26565953747381,66.76753036196303,66.66281603702728,64.70266961591922,65.57077661240106,66.28784027935053,69.93809863295496,66.7067030857141,67.17373647570449,65.91401675100188,61.068633680345656,57.932846520415566,59.02254157221393,59.56955415639036,59.97834747671336,60.506922112509116,59.37400975396923,55.782740669370675,57.585360039403945,59.0102730087303,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsw,-8,66.50316588323501,66.89938334333708,66.22652097915856,65.69612204067536,65.67809411041293,66.7987068403651,66.9963037370323,66.54581653123253,67.35725899710988,68.42725448964016,58.65082477004375,57.761992529651984,59.299184309824156,60.25898526624216,60.13871584278142,59.93438755484395,61.352708309093465,60.163148573892684,59.23944438846507,58.608040248304604,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsx,-8,64.67827365987063,65.82170777395886,66.5061616987548,68.27540462142235,67.17629199358117,67.48432467420577,67.10608650546536,67.90879532843938,65.6190757083097,67.26355932721393,58.40521603014222,58.121591795526314,59.361535827099445,59.703041538014695,58.753039885498595,57.48993904049567,59.58075185308313,58.46876725109382,58.8000600704704,58.346563829095636,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
bsy,-8,68.96356923611536,67.40643887625629,67.0294701392262,68.00680790697588,66.22937506914033,66.53044969556315,66.77935690373278,67.50540467161048,68.68910267378487,64.9025477642053,57.70983066887436,58.4265537062893,57.943873182688506,60.43391811078921,58.918085804009365,59.0389737317609,61.34107288759702,60.9495733819319,58.93560440014005,59.883621435530934,70,44100,"[2000, 20000]",1,1,10000,True,10,1,True
