Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
45,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,655.3449320000002,668.444736,13.099804000000065,2.8206,3.0997000000000003,0.2791000000000001,3.0793,3.0901,0.0108000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.969, 5.1976, 6.9789]","[5.0959, 5.3020000000000005, 7.1409]","[3.0901, 3.322, 3.3333000000000004, 3.3457000000000003, 3.3569, 3.3694, 3.3813, 3.393, 5.07, 5.1691, 5.4468000000000005, 5.447, 7.0056, 7.0059000000000005, 7.143400000000001]","[3.0944000000000003, 3.3244, 3.337, 3.3491, 3.3615000000000004, 3.3733, 3.3849, 3.3960000000000004, 5.0920000000000005, 5.3, 5.4469, 5.4617, 7.005800000000001, 7.1397, 7.1634]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
46,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,668.458132,681.5542360000002,13.096103999999967,2.8181000000000003,3.096,0.2778999999999998,3.0764,3.0864000000000003,0.0100000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.0864000000000003, 3.5992, 3.729, 3.8548, 3.9818, 4.101, 7.5884, 12.3735, 12.5253, 12.6517, 12.7798]","[3.0931, 3.6761, 3.7862, 3.8885, 4.0083, 4.1737, 7.6246, 12.4499, 12.5814, 12.6994, 12.8231]","[0.0441, 3.3556000000000004, 3.3668, 3.3791, 3.3896, 3.5838, 3.5977, 3.5989, 3.6334, 3.6773, 3.7131, 3.7549, 3.7642, 3.7735, 3.7966, 3.7974, 3.838, 3.9788, 4.0987, 4.2893, 7.5878, 12.3973, 12.5121, 12.5651, 12.6358, 12.656, 12.6566, 12.666, 12.6871, 12.7581, 12.7936, 12.8137, 12.9117]","[0.0486, 3.357, 3.3699000000000003, 3.3815, 3.3928000000000003, 3.592, 3.5979, 3.6, 3.6416, 3.7034, 3.7512, 3.7574, 3.7693, 3.7805, 3.7968, 3.7975, 3.8869, 4.0113, 4.1748, 4.309200000000001, 7.6245, 12.4442, 12.527, 12.5764, 12.6547, 12.6561, 12.6601, 12.6713, 12.6966, 12.7864, 12.7957, 12.8189, 12.9307]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
47,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,681.581632,694.6818360000003,13.100203999999962,2.8206,3.1001000000000003,0.2795000000000001,3.0793,3.0905,0.0112,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.0403, 4.1892000000000005, 4.3385, 4.5045]","[4.0685, 4.2664, 4.4137, 4.5709]","[3.0905, 3.1001000000000003, 3.1151, 3.1193, 3.1276, 3.1416, 3.1521000000000003, 3.1785, 3.2064000000000004, 3.2186000000000003, 3.2334, 3.2425, 3.269, 3.2926, 3.3055000000000003, 3.3291, 3.339, 3.3404000000000003, 3.3555, 3.3691, 3.3800000000000003, 3.3925, 3.4047, 3.4176, 3.4303000000000003, 3.4582, 3.9295, 4.004, 4.0264, 4.103400000000001, 4.1244000000000005, 4.1247, 4.1450000000000005, 4.160200000000001, 4.1785000000000005, 4.1856, 4.2839, 4.6214, 4.6222, 4.6233, 4.6479, 4.664000000000001, 4.9168]","[3.0936000000000003, 3.1067, 3.1173, 3.1246, 3.1342000000000003, 3.1448, 3.1606, 3.1869, 3.2111, 3.2194000000000003, 3.2344, 3.2463, 3.2706, 3.2984, 3.3063, 3.3345, 3.3401, 3.3506, 3.3614, 3.3742, 3.3864, 3.3979000000000004, 3.4113, 3.4227000000000003, 3.4371, 3.4633000000000003, 3.9379, 4.0093000000000005, 4.1017, 4.1044, 4.1245, 4.1443, 4.1567, 4.1779, 4.1853, 4.2663, 4.6056, 4.6219, 4.6223, 4.627800000000001, 4.652200000000001, 4.7442, 4.963900000000001]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
48,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,694.695832,707.792136,13.096304000000035,2.8181000000000003,,,3.0764,3.0866,0.0102000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.099, 4.272, 4.4127, 4.5061]","[4.1972000000000005, 4.3265, 4.4236, 4.5704]","[0.0122, 0.0202, 0.0308, 0.0489, 0.0617, 0.0763, 0.0894, 0.0994, 0.1016, 0.1209, 0.1253, 0.1509, 0.1527, 0.1801, 0.2044, 0.24, 0.2526, 0.2635, 0.2763, 0.288, 0.2976, 0.3084, 0.3223, 0.3343, 3.0866, 3.0973, 3.1135, 3.1251, 3.1384000000000003, 3.1497, 3.1798, 3.2649000000000004, 3.3177000000000003, 3.3267, 3.3382, 3.3526, 3.3657000000000004, 3.3772, 3.3894, 3.4017, 3.414, 3.4267000000000003, 3.438, 3.4556, 3.4672, 3.4674, 3.4811, 3.4936000000000003, 3.506, 3.518, 3.5308, 3.5392, 3.5423, 3.5547, 3.5659, 3.8673, 3.9462, 4.0217, 4.3669, 5.1075, 5.514600000000001, 5.5419, 5.5434, 5.6287, 5.653300000000001, 5.6538, 5.734100000000001, 5.7447, 5.8376, 5.8451, 5.9177, 5.9455, 8.6266, 8.9954, 9.0289, 9.3977, 9.4311, 9.5986, 10.269, 10.3028, 10.3207, 10.3218, 10.3238, 10.3265, 10.3301, 10.3325, 10.3333, 10.3349, 10.3372, 10.3376, 10.3389, 10.3414, 10.3419, 12.015, 12.0155]","[0.0151, 0.0232, 0.0411, 0.0532, 0.0684, 0.0795, 0.0943, 0.1, 0.1033, 0.1252, 0.1298, 0.1519, 0.1576, 0.1834, 0.2077, 0.2422, 0.254, 0.2667, 0.2778, 0.2891, 0.3009, 0.3142, 0.3247, 0.3387, 3.0921000000000003, 3.1056000000000004, 3.1171, 3.131, 3.1397, 3.157, 3.1814, 3.2682, 3.3186, 3.3313, 3.3474000000000004, 3.3586, 3.3713, 3.3836, 3.3955, 3.4086000000000003, 3.4202000000000004, 3.4331, 3.4451, 3.4646000000000003, 3.4673000000000003, 3.475, 3.4886000000000004, 3.5003, 3.5133, 3.5246, 3.5391000000000004, 3.5393000000000003, 3.5509000000000004, 3.5653, 3.8672, 3.9461, 3.9463, 4.3577, 5.1071, 5.5132, 5.5147, 5.5426, 5.6267000000000005, 5.6381000000000006, 5.6535, 5.6827000000000005, 5.7431, 5.7987, 5.8443000000000005, 5.8523000000000005, 5.9449000000000005, 8.6265, 8.995000000000001, 9.0285, 9.397, 9.4306, 9.5983, 10.2686, 10.3019, 10.3206, 10.3213, 10.322, 10.3256, 10.3285, 10.3305, 10.333, 10.3345, 10.3351, 10.3373, 10.3388, 10.3393, 10.3417, 10.3423, 12.0154, 12.0184]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
49,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,707.805732,720.897136,13.091404000000011,2.8206,3.0913,0.2706999999999997,3.0793,3.0817,0.0024000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.0053, 0.0197, 0.0339, 0.0461, 0.0607, 0.0702, 0.157, 0.1806, 0.205, 0.2166, 0.229, 0.2405, 0.2529, 0.2647, 0.2767, 0.2977, 0.3084, 0.3225, 0.3344, 3.0817, 3.0877000000000003]","[0.0136, 0.0248, 0.0385, 0.0509, 0.0628, 0.0748, 0.158, 0.1826, 0.2066, 0.2186, 0.2306, 0.2427, 0.2541, 0.2666, 0.2785, 0.3008, 0.3142, 0.3246, 0.3389, 3.0837000000000003]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
50,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,720.908132,734.0320360000003,13.123903999999929,2.8181000000000003,,,3.0764,3.1142000000000003,0.0378000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[8.0236, 8.1882, 8.3366]","[8.1075, 8.2517, 8.3744]",[3.1142000000000003],[3.1117000000000004],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
51,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,734.045732,747.751436,13.705703999999967,2.8206,,,3.0793,3.696,0.6167000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.696, 3.846, 6.3207, 6.4848, 10.2438, 10.4361, 10.6583, 11.0067, 11.3506, 11.4645, 11.8299, 12.053, 12.1826, 12.3454, 12.4754, 12.6262, 12.7811]","[3.7776, 3.9215, 6.4003000000000005, 6.5848, 10.3375, 10.5314, 10.7446, 11.0453, 11.3665, 11.4944, 11.8657, 12.0931, 12.2284, 12.3696, 12.5032, 12.6787, 12.8562]","[0.0329, 11.1964, 11.2057, 11.22, 11.2322, 11.2452, 11.2568, 11.286, 11.3123, 11.3126, 11.3357, 11.4472, 11.5839, 11.6958, 11.8173, 11.9512, 12.0533, 12.1842, 12.3457, 12.4746, 12.6109, 12.8205]","[0.0303, 11.1871, 11.1989, 11.2138, 11.2237, 11.2393, 11.2503, 11.2647, 11.2877, 11.3124, 11.3128, 11.3729, 11.5057, 11.5953, 11.7253, 11.8724, 11.9708, 12.0921, 12.2268, 12.369, 12.5025, 12.6801, 12.8535]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
52,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,747.7639320000003,761.486936,13.72300400000006,2.8181000000000003,3.7229,0.9047999999999998,3.0764,3.7133,0.6369000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7133, 3.8396, 3.9658, 4.105300000000001, 4.2409, 6.8668000000000005, 12.9989, 13.1412, 13.2821]","[3.782, 3.8933, 4.0117, 4.1248000000000005, 4.3091, 6.930700000000001, 13.0609, 13.1962, 13.3222]","[4.2426, 6.8814]","[4.3089, 6.9284]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
53,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,761.499332,774.633136,13.133804000000055,2.8206,3.1337,0.3130999999999999,3.0793,3.1241000000000003,0.0448000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.8137, 3.9546, 4.1155, 4.3466000000000005, 4.7434, 4.8547, 4.9838000000000005, 5.1215, 8.0764, 8.266, 8.4702]","[3.8802, 4.0313, 4.2061, 4.3608, 4.7607, 4.8863, 5.0208, 5.155600000000001, 8.1389, 8.3302, 8.5419]","[3.1241000000000003, 3.1374, 3.1492, 3.1776, 3.1893, 3.2004, 3.3676000000000004, 3.3798000000000004, 3.4026, 3.7853, 3.8868, 3.9257, 4.0929, 4.5149, 4.629700000000001, 4.7415, 4.8556, 4.9862, 5.1296, 8.1296, 8.2685, 8.4618]","[3.1288, 3.1399000000000004, 3.1529000000000003, 3.1808, 3.1917, 3.2036, 3.3733, 3.3829, 3.4043, 3.879, 3.9223, 4.0303, 4.3738, 4.5595, 4.6605, 4.7619, 4.8845, 5.016900000000001, 5.1414, 8.130700000000001, 8.3299, 8.5427]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
54,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,774.644432,787.7421360000003,13.097703999999908,2.8181000000000003,3.0976000000000004,0.2795000000000001,3.0764,3.088,0.0116,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.088, 3.7037, 3.8289, 3.9402, 4.0541, 4.161700000000001, 4.28, 4.410200000000001, 4.5575, 4.7049, 4.8331, 4.9811000000000005, 5.1623, 11.4034, 11.5777, 11.7481, 11.9594, 12.1567, 12.2613, 12.4106]","[3.0934, 3.768, 3.8755, 3.9782, 4.0829, 4.2057, 4.3246, 4.4555, 4.5868, 4.7336, 4.886, 5.0402000000000005, 5.1803, 11.4517, 11.6409, 11.819, 11.9782, 12.1842, 12.3132, 12.4687]","[11.7792, 11.9097, 12.0505, 12.1544, 12.2637, 12.4516]","[11.8174, 11.9818, 12.0856, 12.1861, 12.3122, 12.4638]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
55,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,787.763632,801.5139360000003,13.750303999999915,2.8206,,,3.0793,3.7406,0.6613000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7406, 3.9351, 4.0701, 4.261, 12.4427, 12.618, 12.8418, 13.0835]","[3.8132, 3.9808, 4.1816, 4.3765, 12.5235, 12.7067, 12.9282, 13.1657]","[3.8883, 4.0725, 4.1547, 4.3529, 12.4994, 12.6186, 12.8438, 13.1453]","[3.9803, 4.0761, 4.1786, 4.3707, 12.519, 12.7085, 12.9259, 13.1614]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
56,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,801.526732,814.623136,13.096404000000007,2.8181000000000003,3.0963000000000003,0.2782,3.0764,3.0867,0.0102999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.0867, 3.1011, 3.1068, 3.8063, 3.9443, 4.0558000000000005, 4.1566, 4.2555000000000005, 4.3659, 4.4898, 4.6206000000000005, 4.7544, 4.8913, 5.057300000000001, 5.179600000000001, 5.3659, 5.5427, 5.729, 11.6522, 11.8091, 12.0087, 12.1371, 12.5489]","[3.0953, 3.1031, 3.1145, 3.8836, 3.99, 4.0873, 4.1862, 4.2933, 4.4118, 4.5353, 4.6605, 4.8047, 4.9424, 5.0718000000000005, 5.2493, 5.409800000000001, 5.5949, 5.7888, 11.724, 11.8807, 12.0503, 12.2234, 12.6318]","[11.8142, 11.8237, 11.9631, 12.2093, 12.5587]","[11.8192, 11.8814, 12.0522, 12.2178, 12.6291]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
57,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,814.635132,828.308036,13.672904000000017,2.8206,,,3.0793,3.6632,0.5839000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.6632, 3.7975, 3.9989, 4.0469, 4.258, 4.4623, 4.5716, 4.6651, 4.8281, 11.3536, 11.5404]","[3.7274, 3.8941, 4.04, 4.0997, 4.2728, 4.4949, 4.589700000000001, 4.7203, 4.8632, 11.418, 11.609]","[3.7139, 3.8721, 3.9992, 4.1972000000000005, 4.430000000000001, 4.5704, 4.670100000000001, 4.8318, 11.404]","[3.7202, 3.888, 4.1018, 4.282500000000001, 4.4998000000000005, 4.5913, 4.7195, 4.8585, 11.4096]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
58,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,828.3255320000003,841.421836,13.096304000000035,2.8181000000000003,3.0962,0.2780999999999998,3.0764,3.0866,0.0102000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.0866, 3.1079000000000003, 3.708, 3.8478, 3.9577, 4.0589, 4.1808000000000005, 4.3145, 6.6084000000000005, 6.7583, 9.2538, 9.4156, 9.6469, 9.9859, 10.184, 10.4509, 10.7434, 10.9479, 11.1778, 11.2854, 11.4426, 11.5852, 11.8501, 11.8503, 11.8568, 12.0827, 12.2665, 12.4604]","[3.0956, 3.1106000000000003, 3.7819, 3.8927, 3.9923, 4.1009, 4.2188, 4.3421, 6.665100000000001, 6.821000000000001, 9.3128, 9.4757, 9.7172, 10.0535, 10.2503, 10.5201, 10.8102, 10.9834, 11.2011, 11.3371, 11.5027, 11.6507, 11.8502, 11.8528, 11.9078, 12.1508, 12.3337, 12.539]","[9.681, 10.7488, 10.7572, 10.9155, 11.0636, 11.174, 11.308, 12.2685]","[9.7148, 10.7554, 10.8066, 10.9873, 11.1045, 11.2051, 11.334, 12.3327]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
59,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,841.433932,855.001136,13.567203999999947,2.8206,,,3.0793,3.5575,0.4782000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.5575, 3.6894, 3.8907, 4.1273, 4.8923000000000005, 5.0433, 5.6563, 5.7095, 5.791300000000001, 6.8452]","[3.6185, 3.7672, 3.9217, 4.158, 4.902, 5.099, 5.6772, 5.720000000000001, 5.801200000000001, 6.920800000000001]","[3.7089, 3.8481, 4.010800000000001, 4.0971]","[3.7679, 3.9262, 4.0176, 4.1614]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
60,0,1.0,0,0,1,0,,0.0,,,0,855.0134320000003,878.099436,23.08600400000001,2.8181000000000003,,,3.0764,13.0764,10.000000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
61,1,,0,1,0,0,0.0,,0.0,,1,878.117832,894.459836,16.342003999999974,2.8206,,,3.0793,6.3323,3.253,iaa,iaa,1,,0,0,1,1,70.0,,"[6.3323, 6.5, 7.4447, 7.6275, 12.0634, 12.2343]","[6.4158, 6.5593, 7.5193, 7.6999, 12.1364, 12.2943]",[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
62,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,894.473032,908.137636,13.664604000000056,2.8181000000000003,3.6645,0.8463999999999996,3.0764,3.6549,0.5785,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.6549, 3.7721, 3.9128, 8.853100000000001, 9.0094, 11.4166]","[3.7117, 3.8266, 3.9493, 8.9197, 9.0872, 11.4987]",[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
63,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,908.152232,924.573136,16.42090399999995,2.8206,,,3.0793,6.4112,3.3319,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[6.4112, 9.995, 10.273, 10.6885, 10.94, 11.1674]","[6.493, 10.0844, 10.3621, 10.8181, 11.073, 11.2807]","[6.4825, 10.0684, 10.2776, 10.6904, 10.9407, 11.197]","[6.4859, 10.081, 10.3619, 10.8185, 11.0714, 11.278]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
64,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,924.586932,937.687736,13.100803999999926,2.8181000000000003,3.1007,0.2825999999999995,3.0764,3.0911,0.0146999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.0911, 3.1008, 3.1081000000000003, 3.1142000000000003, 4.3629, 4.5441, 4.6641, 4.7496, 4.8721000000000005, 4.980700000000001, 5.0979, 5.2304, 5.3544, 5.6244000000000005, 5.798, 5.9682, 6.126, 6.3199000000000005, 6.815600000000001, 11.2567, 12.939]","[3.0958, 3.1025, 3.1098000000000003, 3.1173, 4.4737, 4.5864, 4.6665, 4.7981, 4.9045000000000005, 5.0173000000000005, 5.141900000000001, 5.2649, 5.3948, 5.6816, 5.8514, 6.024100000000001, 6.203200000000001, 6.3943, 6.887300000000001, 11.2889, 13.0123]","[4.454000000000001, 4.7849, 5.971900000000001, 6.1054, 6.1311, 6.817200000000001, 12.9987]","[4.4619, 4.7919, 6.022600000000001, 6.1185, 6.203200000000001, 6.8882, 13.0043]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,21,36006,21,1.8.2,021_stage_training_v6_20250610-115734,2025-06-10,11:57:46.268568,12:31:44.927306
