Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
14,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,230.444412,250.12451600000003,19.680104,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.6799,0.3452000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.74, 4.8784, 5.6413, 10.9767, 13.8305, 17.479100000000003, 17.7731, 17.9375]","[4.7757000000000005, 4.9162, 5.6547, 10.9792, 13.8499, 17.5882, 17.7775, 17.960900000000002]","[4.6799, 4.8531, 5.0624, 5.2127, 5.4099, 5.5862, 5.7612000000000005, 6.272200000000001, 7.776800000000001, 7.9877, 10.8953, 11.0735, 11.2501, 11.4304, 13.7487, 13.9481, 17.5703, 17.6831, 17.898300000000003, 19.1904]","[4.7305, 4.9894, 5.1176, 5.2906, 5.4712000000000005, 5.6565, 5.818300000000001, 6.3378000000000005, 7.848800000000001, 8.0343, 10.9846, 11.1659, 11.307, 11.4803, 13.8503, 14.0226, 17.5881, 17.7807, 17.9619, 19.2015]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
15,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,250.145212,264.822715,14.677503000000026,2.8206,3.8301,1.0094999999999996,4.3385,4.6773,0.3388,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.8255, 7.668, 12.4831, 12.8356, 14.6601]","[4.830900000000001, 7.702500000000001, 12.4991, 12.8429, 14.6758]","[4.6773, 4.8222000000000005, 4.9271, 5.073, 5.2146, 5.3500000000000005, 5.8281, 7.630400000000001, 9.9911, 10.166, 12.4923, 12.5844, 12.775, 14.596]","[4.7991, 4.8359000000000005, 5.0025, 5.1371, 5.2662, 5.399100000000001, 5.8699, 7.703200000000001, 10.0832, 10.2394, 12.4983, 12.6726, 12.8462, 14.6772]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
16,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,264.839012,284.513716,19.674703999999963,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.6745,0.3398000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.790500000000001, 4.8209, 5.0148, 5.1864, 11.7326, 12.0577, 12.0899, 15.6584]","[4.8128, 4.8519000000000005, 5.022200000000001, 5.1947, 11.7363, 12.0602, 12.1336, 15.6692]","[4.6745, 4.8219, 4.9631, 5.1160000000000005, 5.2859, 5.4516, 7.573300000000001, 10.9733, 11.1291, 11.3009, 11.468, 11.6497, 12.1026, 15.6015]","[4.8136, 4.8506, 5.024, 5.1981, 5.3527000000000005, 5.5168, 7.605300000000001, 11.0546, 11.2183, 11.384, 11.5372, 11.7401, 12.1337, 15.6709]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
17,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,284.529512,299.271315,14.741803000000004,2.8206,3.8301,1.0094999999999996,4.3385,4.7416,0.4031000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7416, 4.9283, 5.0414, 5.1601, 5.2874, 5.427700000000001, 5.5761, 5.903300000000001, 6.0284, 6.2068, 6.3504000000000005, 6.5101, 6.6452, 6.7885, 6.941000000000001, 7.1028, 7.2366, 7.395, 7.5804, 7.7522, 7.9119, 8.2233, 8.3925, 8.5703, 9.2468, 11.6955, 11.8488]","[4.8493, 4.9632000000000005, 5.0766, 5.1997, 5.3306, 5.474, 5.6258, 5.9503, 6.0914, 6.2545, 6.4144000000000005, 6.5587, 6.6963, 6.8337, 6.986400000000001, 7.1442000000000005, 7.2925, 7.4568, 7.6665, 7.8112, 7.966900000000001, 8.291500000000001, 8.4351, 8.589400000000001, 9.2878, 11.7493, 11.8998]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
18,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,299.333712,313.995016,14.661304000000026,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.6611,0.3264000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6611, 4.824800000000001, 4.9423, 5.0772, 5.2041, 5.3308, 5.4668, 5.6162, 5.7682, 5.8969000000000005, 6.0301, 6.0408, 6.1742, 6.1873000000000005, 6.3394, 6.3516, 6.4774, 6.6356, 6.854, 7.1521, 9.1186, 11.288, 11.2926, 14.4964]","[4.7395000000000005, 4.862, 4.9816, 5.1014, 5.2273000000000005, 5.3569, 5.4872000000000005, 5.6309000000000005, 5.788600000000001, 5.9392000000000005, 6.0361, 6.0861, 6.1826, 6.2452000000000005, 6.345000000000001, 6.3887, 6.536300000000001, 6.7064, 6.8776, 7.1755, 9.198, 11.2887, 11.3379, 14.558]","[6.8474, 7.159800000000001, 9.1848, 9.3097, 9.645, 11.3043, 11.467, 13.1837, 13.3298, 13.4753, 13.6187, 13.7769, 13.9417, 14.548, 14.6545]","[6.8784, 7.170100000000001, 9.1978, 9.3535, 9.6883, 11.3391, 11.5165, 13.2417, 13.3983, 13.5313, 13.6729, 13.8317, 14.0081, 14.5585]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
19,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,314.026112,328.664616,14.638504000000012,2.8206,3.8301,1.0094999999999996,4.3385,4.6383,0.2998000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[7.390700000000001, 7.770300000000001]","[7.4005, 7.7986]","[4.6383, 4.6413, 4.7417, 4.8199000000000005, 4.9652, 5.0662, 5.181500000000001, 5.2973, 5.4248, 5.5609, 5.7009, 5.8467, 5.9848, 6.1351, 6.2744, 6.432, 6.5936, 6.7945, 6.804200000000001, 7.168900000000001, 7.343500000000001, 7.6961, 7.9077, 8.082600000000001, 8.9646, 10.6567, 10.7816, 10.9968, 12.3624, 13.4789, 13.6136, 13.7678, 13.9365, 14.1861]","[0.0039, 4.6393, 4.6756, 4.7462, 4.895700000000001, 4.9941, 5.1071, 5.2244, 5.347700000000001, 5.4796000000000005, 5.623, 5.7639000000000005, 5.8998, 6.0358, 6.192900000000001, 6.3387, 6.4965, 6.6569, 6.7991, 6.8482, 7.232600000000001, 7.403, 7.8022, 7.9682, 8.1346, 8.9892, 10.6998, 10.8362, 11.0048, 12.392, 13.5203, 13.6641, 13.8353, 13.9973, 14.2319]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
20,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,328.678812,343.4716160000001,14.79280399999999,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.7926,0.4579000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7926, 5.288600000000001, 5.6528, 6.7067000000000005, 10.0403, 12.0229, 12.325]","[4.8366, 5.292, 5.659400000000001, 6.787400000000001, 10.0972, 12.0442, 12.3385]","[4.8311, 5.2657, 5.288, 5.6528, 6.1667000000000005, 6.7041, 7.0562000000000005, 10.0745, 10.2082, 11.9808, 12.0221, 12.3241, 12.4371, 12.6276]","[4.8364, 5.2862, 5.2894000000000005, 5.6586, 6.185300000000001, 6.7846, 7.1376, 10.0979, 10.2513, 12.019, 12.0271, 12.3394, 12.5027, 12.6813]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
21,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,343.488112,358.156915,14.668803000000024,2.8206,3.8301,1.0094999999999996,4.3385,4.6686000000000005,0.3301000000000007,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[10.3988],[10.4059],"[4.6686000000000005, 4.8055, 4.9128, 5.028700000000001, 5.1447, 5.2729, 5.4092, 5.5632, 5.694500000000001, 5.8517, 6.006600000000001, 6.178, 6.349200000000001, 6.5353, 6.8125, 10.3275, 10.5289, 11.9048, 13.4129]","[4.734500000000001, 4.8383, 4.952100000000001, 5.0698, 5.1921, 5.3272, 5.4753, 5.6151, 5.7481, 5.9043, 6.0615000000000006, 6.239800000000001, 6.4327000000000005, 6.613700000000001, 6.8224, 10.4104, 10.5836, 11.96, 13.4982]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
22,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,358.172812,377.953215,19.780402999999986,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.780200000000002,0.4455000000000009,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7977, 14.6473]","[4.8057, 14.662]","[4.780200000000001, 4.8809000000000005, 5.0197, 5.2072, 5.8746, 7.9843, 10.983, 14.6062, 14.7652, 17.5588]","[4.8094, 4.9459, 5.1134, 5.2753000000000005, 5.9006, 8.0403, 11.0469, 14.664, 14.8195, 17.5788]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
23,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,377.964912,392.647116,14.682203999999954,2.8206,3.8301,1.0094999999999996,4.3385,4.682,0.3435000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[8.6263, 8.7222, 9.4574, 9.8053, 9.8461, 9.9065, 14.1107, 14.161700000000002]","[8.635, 8.744200000000001, 9.4826, 9.8117, 9.8982, 9.9368, 14.1198, 14.169]","[4.682, 4.8381, 4.9459, 5.0621, 5.1818, 5.305400000000001, 5.4529000000000005, 5.6403, 5.7849, 6.0738, 6.205, 6.3585, 6.5303, 6.7228, 6.8974, 7.0582, 7.2023, 7.3536, 7.4962, 7.6543, 7.8196, 7.996700000000001, 8.2028, 8.727500000000001, 8.8413, 9.01, 9.1828, 9.4704, 9.5961, 9.9254, 10.0611, 14.1425, 14.2576, 14.4312]","[4.7678, 4.8677, 4.9786, 5.096, 5.2209, 5.3523000000000005, 5.4892, 5.6664, 5.8139, 6.1276, 6.2672, 6.426, 6.6177, 6.8058000000000005, 6.9675, 7.115900000000001, 7.260400000000001, 7.4026, 7.546, 7.704400000000001, 7.8645, 8.0402, 8.246500000000001, 8.7444, 8.9255, 9.0784, 9.2441, 9.4827, 9.6717, 9.936, 10.1334, 14.1707, 14.3364, 14.4895]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
24,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,392.659812,412.381316,19.72150400000004,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.7213,0.3866000000000005,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.9612, 7.3862, 14.697500000000002, 14.8674, 14.9937, 15.1231, 15.2555, 15.4099, 15.5651, 15.6942, 15.846100000000002, 15.8686, 15.99, 16.137, 16.2745, 16.4205, 16.576800000000002, 16.7313, 16.8945, 17.1812, 17.1887, 17.3455, 17.5668, 18.0115, 18.1764, 18.3512, 18.5424, 19.0335]","[4.9711, 7.4111, 14.7736, 14.9018, 15.027, 15.1475, 15.2757, 15.4322, 15.5791, 15.7636, 15.8563, 15.9085, 16.048000000000002, 16.1837, 16.3255, 16.468600000000002, 16.6206, 16.7601, 16.919700000000002, 17.186700000000002, 17.2561, 17.4175, 17.5854, 18.0731, 18.2467, 18.4152, 18.5756, 19.1038]","[4.7213, 4.8861, 5.0655, 5.275, 7.3462, 12.6308, 12.804, 16.9005, 17.563200000000002]","[4.804, 4.9724, 5.1346, 5.3185, 7.411700000000001, 12.69, 12.8459, 16.916800000000002, 17.5854]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
25,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,412.401312,427.021616,14.620303999999974,2.8206,3.8301,1.0094999999999996,4.3385,4.6201,0.2816000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[7.4257, 7.4523, 7.4789, 8.0128, 8.4403, 11.176, 13.985]","[7.4407, 7.472700000000001, 7.5362, 8.0997, 8.4855, 11.1809, 13.9867]","[4.6201, 4.7869, 4.891500000000001, 5.0091, 5.1254, 5.260000000000001, 5.3909, 5.4039, 5.5439, 5.681100000000001, 5.822900000000001, 5.9554, 6.0978, 6.2404, 6.385400000000001, 6.5305, 6.7041, 6.868600000000001, 7.040900000000001, 7.205900000000001, 7.5297, 7.648700000000001, 7.8106, 8.0901, 8.209900000000001, 11.0977, 11.2929, 11.4651, 13.889, 14.0673, 14.2604, 14.4212]","[4.7175, 4.821400000000001, 4.9344, 5.0534, 5.1768, 5.308400000000001, 5.3971, 5.4522, 5.5993, 5.7363, 5.8719, 6.0041, 6.1481, 6.2904, 6.434200000000001, 6.5844000000000005, 6.7696000000000005, 6.957000000000001, 7.11, 7.2774, 7.5347, 7.721100000000001, 7.872400000000001, 8.0972, 8.2759, 11.1878, 11.3592, 11.5266, 13.9922, 14.1385, 14.3122, 14.4644]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
26,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,427.034612,441.692316,14.657704000000026,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.6575000000000015,0.3228000000000008,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.657500000000001, 4.827100000000001, 4.9566, 5.0841, 5.222700000000001, 5.352600000000001, 5.4939, 5.6821, 6.7747, 6.791600000000001, 8.9388, 9.139, 9.8668, 9.8841, 12.0307, 14.4858, 14.603000000000002]","[4.7442, 4.8796, 5.0056, 5.1355, 5.268000000000001, 5.4111, 5.5539000000000005, 5.7027, 6.785200000000001, 6.8428, 9.004900000000001, 9.1607, 9.8761, 9.9587, 12.0993, 14.4894]","[5.6767, 6.8376, 9.1255, 9.2779, 9.4372, 9.6567, 9.9415, 10.2611, 12.0666, 12.193, 14.2497, 14.4158, 14.6568]","[5.7033000000000005, 6.8413, 9.162, 9.3411, 9.4896, 9.697, 9.9609, 10.312, 12.1, 12.2575, 14.3312, 14.4937]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
27,1,0.0,0,0,1,0,,1.0,,,0,441.704912,457.04361500000016,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000002,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[8.8895, 14.5806]","[0.0116, 8.9074, 14.5944]","[13.8876, 14.0551, 14.2013, 14.364, 14.5874]","[0.0017, 13.9781, 14.1177, 14.256200000000002, 14.4136, 14.5933]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
28,0,,1,0,0,0,1.0,,0.0,,1,457.058012,471.865415,14.807402999999963,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.8072,0.4725000000000001,aaa,aaa,1,,0,1,0,1,-70.0,,"[4.8072, 5.1334, 5.569500000000001, 13.6171, 13.7164, 14.0578]","[4.811, 5.1458, 5.587000000000001, 13.6246, 13.7269, 14.1523]","[4.8984000000000005, 5.0688, 5.238700000000001, 5.3651, 5.5777, 5.712000000000001, 13.8139, 14.1464, 14.2699]","[4.9876000000000005, 5.1485, 5.2651, 5.3722, 5.5859000000000005, 5.7668, 13.8888, 14.1509, 14.3282]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
29,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,471.875612,491.541616,19.666003999999987,2.8206,3.8301,1.0094999999999996,4.3385,4.6658,0.3273000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6658, 4.8154, 4.9386, 5.0683, 5.1996, 5.3293, 5.464, 11.1562, 11.3428, 13.9425, 14.1983, 17.570800000000002, 17.7542, 17.923000000000002]","[4.743, 4.8663, 4.9913, 5.1157, 5.2418000000000005, 5.370900000000001, 5.5111, 11.1971, 11.3673, 14.0383, 14.2077, 17.6726, 17.8108, 17.9527]","[11.3528, 14.1461]","[11.368, 14.2099]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
30,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,491.553912,506.24171500000006,14.687802999999974,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.6876000000000015,0.3529000000000009,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.687600000000001, 4.8451, 4.9782, 5.1012, 5.1128, 5.2571, 8.3834, 8.489, 8.6525, 11.1953, 12.7284, 12.974]","[4.768400000000001, 4.8965000000000005, 5.0233, 5.1024, 5.147600000000001, 5.2732, 8.4039, 8.5565, 8.7073, 11.2451, 12.794, 12.9841]","[11.4014, 12.9476]","[11.4444, 12.9878]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
31,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,506.254012,525.9089150000002,19.654902999999987,2.8206,3.8301,1.0094999999999996,4.3385,4.6547,0.3162000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6547, 4.893800000000001, 5.1004000000000005, 6.0323, 6.1850000000000005, 6.2224, 6.2271, 6.2281, 6.2286, 6.4274, 9.5924, 9.7601, 10.7925, 10.9425, 11.2778, 11.3218, 11.9806, 15.471900000000002, 15.693, 18.2115, 18.2233]","[4.746700000000001, 4.8997, 5.1187000000000005, 6.0956, 6.1949000000000005, 6.2267, 6.227200000000001, 6.2283, 6.2743, 6.4535, 9.6013, 9.772, 10.798, 10.9633, 11.2848, 11.3703, 12.0109, 15.524, 15.6986, 18.2197, 18.280900000000003]","[4.8266, 5.2256, 5.491700000000001, 5.6036, 5.751, 9.7447, 9.8837, 10.0299, 10.1322, 10.2506, 10.9531, 11.985, 15.6798, 18.4027]","[4.9049000000000005, 5.292, 5.5078000000000005, 5.6253, 5.7575, 9.7739, 9.9425, 10.0528, 10.165, 10.2888, 10.9546, 12.011, 15.702, 18.4606]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
32,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,525.925712,540.5938160000002,14.668103999999971,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.6679,0.3332000000000006,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6679, 4.865600000000001, 4.891, 5.0953, 8.0166, 8.1819, 8.332600000000001, 11.0912, 11.2618, 13.1627, 13.4084, 14.14, 14.3326, 14.5793]","[4.7694, 4.8676, 4.9242, 5.1127, 8.0898, 8.239, 8.3864, 11.1541, 11.3033, 13.2146, 13.4321, 14.2288, 14.3968, 14.5851]","[4.9065, 5.0928, 13.4163, 13.6116, 14.5608]","[4.9245, 5.1145000000000005, 13.4307, 13.6299, 14.5904]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
33,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,540.608212,560.292516,19.684304,2.8206,3.8301,1.0094999999999996,4.3385,4.6841,0.3456000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6841, 7.1992, 7.3288, 7.3744, 10.7415, 14.1227, 15.7434, 15.9747, 18.5014, 18.5127, 18.513, 18.5134, 18.9305]","[4.774500000000001, 7.224900000000001, 7.336200000000001, 7.4114, 10.7641, 14.1956, 15.8723, 16.0547, 18.5104, 18.5128, 18.5132, 18.561, 18.9398]","[4.8712, 5.0126, 5.120900000000001, 5.232, 5.3461, 5.467700000000001, 5.5944, 5.7229, 5.863, 6.0088, 6.1511000000000005, 6.2991, 6.4557, 6.6234, 6.7904, 6.9668, 7.204000000000001, 7.401800000000001, 7.5201, 7.7168, 10.2377, 10.3739, 10.5155, 10.7502, 10.901, 10.9053, 14.2797, 15.3181, 15.5591, 16.0396, 16.1491, 18.4589, 18.5541, 18.6468, 18.9026, 18.9152]","[4.9367, 5.044300000000001, 5.1535, 5.2668, 5.383100000000001, 5.5073, 5.636900000000001, 5.764200000000001, 5.910200000000001, 6.0557, 6.2028, 6.3666, 6.515000000000001, 6.6858, 6.8439000000000005, 7.0251, 7.225300000000001, 7.4092, 7.5817, 7.7626, 10.296, 10.4293, 10.569, 10.7629, 10.9035, 10.964, 14.3515, 15.376, 15.5787, 16.0537, 16.2198, 18.5087, 18.5605, 18.7225, 18.9055, 18.9453]",0.0071,0.0084,100,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250804-143418,2025-08-04,14:34:30.990038,15:20:54.787617
